# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "start_to_stop" "-g" "ID" "-a" "/Users/s1964600/Work/isoform_analysis_Dec2023/data/mock_annotations/CBS138_GCF_000002545.3/mock_long_gene_400.gtf" "-o" "86_counts.txt" "86_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	86_aln.bam
CAGL0A00165g	NC_005967.2	17637	18876	-	1240	328
CAGL0A00187g	NC_005967.2	19087	21757	-	2671	540
CAGL0A00209g	NC_005967.2	22260	24840	+	2581	2459
CAGL0A00231g	NC_005967.2	25241	28022	+	2782	242
CAGL0A00253g	NC_005967.2	27515	28586	-	1072	790
CAGL0A00275g	NC_005967.2	29069	30269	+	1201	1294
CAGL0A00297g	NC_005967.2	29779	30775	-	997	491
CAGL0A00319g	NC_005967.2	30978	32907	+	1930	495
CAGL0A00341g	NC_005967.2	33056	34025	+	970	38
CAGL0A00363g	NC_005967.2	33595	36349	-	2755	4163
CAGL0A00385g	NC_005967.2	36762	40371	-	3610	231
CAGL0A00407g	NC_005967.2	41556	42720	+	1165	2023
CAGL0A00429g	NC_005967.2	42236	44030	-	1795	640
CAGL0A00451g	NC_005967.2	47557	51280	+	3724	1270
CAGL0A00473g	NC_005967.2	50737	53497	-	2761	1000
CAGL0A00495g	NC_005967.2	54614	57722	-	3109	1267
CAGL0A00517g	NC_005967.2	58830	62598	+	3769	1970
CAGL0A00539g	NC_005967.2	62016	63225	-	1210	167
CAGL0A00561g	NC_005967.2	63310	64948	-	1639	56
CAGL0A00583g	NC_005967.2	65286	67626	+	2341	183
CAGL0A00605g	NC_005967.2	66881	69203	-	2323	506
CAGL0A00627g	NC_005967.2	69832	70885	+	1054	552
CAGL0A00649g	NC_005967.2	70937	71720	+	784	3
CAGL0A00715g	NC_005967.2	73333	74023	+	691	0
CAGL0A00737g	NC_005967.2	74767	76816	+	2050	16
CAGL0A00781g	NC_005967.2	77746	81766	+	4021	610
CAGL0A00803g	NC_005967.2	81025	84913	-	3889	624
CAGL0A00825g	NC_005967.2	85331	86825	+	1495	1094
CAGL0A00847g	NC_005967.2	86151	87540	-	1390	242
CAGL0A00869g	NC_005967.2	87841	90796	+	2956	60
CAGL0A00891g	NC_005967.2	90094	92752	-	2659	888
CAGL0A00913g	NC_005967.2	92985	97665	+	4681	491
CAGL0A00935g	NC_005967.2	96972	98052	-	1081	9
CAGL0A00957g	NC_005967.2	98272	99883	+	1612	270
CAGL0A00979g	NC_005967.2	100010	100646	-	637	30583
CAGL0A01001g	NC_005967.2	101642	102701	+	1060	394
CAGL0A01023g	NC_005967.2	102793	104428	+	1636	213
CAGL0A01045g	NC_005967.2	104465	106316	-	1852	5200
CAGL0A01067g	NC_005967.2	106866	109191	+	2326	1778
CAGL0A01089g	NC_005967.2	108609	110616	-	2008	500
CAGL0A01111g	NC_005967.2	111480	112089	+	610	9014
CAGL0A01133g	NC_005967.2	112037	114842	+	2806	316
CAGL0A01155g	NC_005967.2	114809	117038	+	2230	351
CAGL0A01177g	NC_005967.2	117020	119972	+	2953	53
CAGL0A01193g	NC_005967.2	119731	120442	+	712	1107
CAGL0A01199g	NC_005967.2	121067	123308	+	2242	603
CAGL0A01221g	NC_005967.2	125780	127061	+	1282	5226
CAGL0A01243g	NC_005967.2	127106	129101	-	1996	79
CAGL0A01284g	NC_005967.2	131362	135967	+	4606	14
CAGL0A01325g	NC_005967.2	136262	138095	+	1834	589
CAGL0A01366g	NC_005967.2	140305	145093	+	4789	37
CAGL0A01408g	NC_005967.2	145388	147233	+	1846	13
CAGL0A01430g	NC_005967.2	147313	149836	+	2524	6597
CAGL0A01452g	NC_005967.2	149750	152594	+	2845	61
CAGL0A01474g	NC_005967.2	153155	155333	+	2179	310
CAGL0A01540g	NC_005967.2	155462	156342	-	881	54846
CAGL0A01562g	NC_005967.2	157645	158512	+	868	46636
CAGL0A01584g	NC_005967.2	158780	159437	+	658	83
CAGL0A01606g	NC_005967.2	158792	159914	-	1123	143
CAGL0A01628g	NC_005967.2	161327	163001	+	1675	2773
CAGL0A01650g	NC_005967.2	163770	164526	+	757	565
CAGL0A01672g	NC_005967.2	164436	166920	-	2485	1477
CAGL0A01694g	NC_005967.2	166842	169167	-	2326	119
CAGL0A01716g	NC_005967.2	169567	170602	+	1036	732
CAGL0A01738g	NC_005967.2	170940	172749	+	1810	2792
CAGL0A01760g	NC_005967.2	172208	174425	-	2218	536
CAGL0A01782g	NC_005967.2	174618	176724	-	2107	26668
CAGL0A01804g	NC_005967.2	179780	181871	-	2092	2576
CAGL0A01826g	NC_005967.2	183613	185779	-	2167	21
CAGL0A01848g	NC_005967.2	187500	190704	-	3205	837
CAGL0A01870g	NC_005967.2	190935	193719	-	2785	176
CAGL0A01892g	NC_005967.2	194560	195226	+	667	4
CAGL0A01914g	NC_005967.2	195146	206777	+	11632	2151
CAGL0A01958g	NC_005967.2	206981	208601	+	1621	974
CAGL0A01980g	NC_005967.2	207911	210338	-	2428	352
CAGL0A02002g	NC_005967.2	210307	211087	-	781	244
CAGL0A02024g	NC_005967.2	211429	213901	-	2473	283
CAGL0A02046g	NC_005967.2	215768	218498	+	2731	772
CAGL0A02090g	NC_005967.2	218255	220676	-	2422	5615
CAGL0A02112g	NC_005967.2	221288	223334	+	2047	5632
CAGL0A02134g	NC_005967.2	222748	224017	-	1270	264
CAGL0A02145g	NC_005967.2	224026	226844	+	2819	40
CAGL0A02189g	NC_005967.2	226545	228762	-	2218	1988
CAGL0A02211g	NC_005967.2	229156	231214	-	2059	4838
CAGL0A02233g	NC_005967.2	235420	237469	-	2050	15
CAGL0A02255g	NC_005967.2	244683	245901	+	1219	40
CAGL0A02277g	NC_005967.2	248522	249740	+	1219	156
CAGL0A02299g	NC_005967.2	250851	252090	+	1240	2865
CAGL0A02321g	NC_005967.2	251792	253862	-	2071	3458
CAGL0A02343g	NC_005967.2	254861	255527	+	667	0
CAGL0A02365g	NC_005967.2	255850	257581	-	1732	3955
CAGL0A02387g	NC_005967.2	258667	260026	+	1360	1639
CAGL0A02409g	NC_005967.2	259684	261421	-	1738	1175
