NP_818776.1	NP_009320.1	56.354	51	339	398	181	122	2.85e-32
NP_818777.1	NP_009315.1	87.532	100	385	385	385	661	0.0
NP_818778.1	NP_009305.1	91.199	100	534	534	534	974	0.0
NP_818779.1	NP_009308.2	39.103	81	371	415	312	185	1.54e-55
NP_818780.1	NP_009317.1	31.195	85	377	517	343	72.0	2.32e-14
NP_818780.1	NP_009317.1	33.962	85	377	517	106	35.0	0.015
NP_818781.1	NP_009306.1	61.134	89	279	630	247	305	1.19e-100
NP_818782.1	NP_009312.1	89.583	100	48	48	48	82.4	3.72e-24
NP_818783.1	NP_009313.1	73.152	99	260	259	257	380	2.01e-135
NP_818784.1	NP_009319.1	84.211	100	76	76	76	125	1.92e-40
NP_818785.1	NP_009326.1	88.839	99	227	251	224	414	2.19e-149
NP_818786.1	NP_009328.1	83.271	100	269	269	269	455	7.03e-165
XP_002999509.1	NP_010193.1	38.889	35	103	431	36	27.7	0.34
XP_002999510.1	NP_009424.1	30.709	8	1401	1537	127	73.9	1.25e-13
XP_002999511.1	NP_011490.2	41.844	29	477	397	141	111	1.81e-27
XP_002999512.1	NP_009424.1	29.921	8	1462	1537	127	69.7	2.96e-12
XP_002999513.1	NP_010666.2	73.750	70	115	86	80	107	2.18e-32
XP_002999514.1	NP_013287.1	74.324	93	76	252	74	122	4.01e-37
XP_002999515.1	NP_010423.4	75.325	100	77	77	77	115	2.89e-36
XP_002999516.1	NP_001032575.1	51.220	55	74	66	41	50.4	6.72e-11
XP_002999517.1	NP_878134.3	41.667	83	71	98	60	38.5	6.12e-06
XP_002999518.1	NP_011636.3	23.333	94	62	492	60	23.9	2.3
XP_002999519.1	NP_012544.1	44.186	91	94	94	86	80.1	6.41e-22
XP_002999520.1	NP_012546.4	39.130	79	84	132	69	50.8	2.55e-10
XP_002999521.1	NP_014346.1	73.944	95	149	153	142	222	1.74e-76
XP_002999522.1	NP_015141.1	66.197	85	82	93	71	94.0	1.51e-27
XP_002999523.1	NP_014254.1	60.526	100	34	38	38	52.0	2.06e-12
XP_002999524.1	NP_013499.1	53.846	97	73	78	78	90.1	1.74e-26
XP_002999525.1	NP_001381966.1	30.380	90	80	78	79	34.7	1.98e-04
XP_002999526.1	NP_010049.1	52.778	97	37	36	36	43.9	3.18e-09
XP_002999527.1	NP_011700.1	29.091	87	63	1950	55	23.1	3.8
XP_002999528.1	NP_690844.1	68.182	94	70	69	66	90.5	9.00e-27
XP_002999529.1	NP_116636.1	70.886	99	76	77	79	110	1.56e-34
XP_002999530.1	NP_010299.3	70.149	85	79	94	67	98.6	1.66e-29
XP_002999531.1	NP_015459.1	60.000	100	49	50	50	63.5	1.40e-16
XP_002999532.1	NP_116328.4	71.429	99	120	120	119	186	3.02e-63
XP_002999533.1	NP_001106172.4	68.889	99	91	154	90	125	2.47e-39
XP_002999534.1	NP_009424.1	22.711	15	1864	1537	273	40.0	0.004
XP_002999535.1	NP_014508.1	93.548	91	102	121	93	188	2.70e-64
XP_002999536.1	NP_014631.1	89.844	95	133	134	128	217	5.75e-75
XP_002999537.1	NP_878168.1	38.462	71	70	90	52	37.7	8.16e-06
XP_002999538.1	NP_012330.1	42.222	90	50	53	45	54.7	4.69e-13
XP_002999539.1	NP_011947.2	47.872	85	101	91	94	71.2	2.29e-18
XP_002999540.1	NP_010272.1	37.500	46	67	107	32	24.6	0.91
XP_002999541.1	NP_011869.1	84.946	100	93	93	93	170	1.04e-57
XP_002999542.1	NP_012543.3	34.043	30	154	511	47	28.1	0.54
XP_002999543.1	NP_878113.4	57.407	39	140	88	54	74.7	2.90e-19
XP_002999544.1	NP_010358.3	53.097	99	95	169	113	114	2.67e-34
XP_002999546.1	NP_012356.2	56.481	100	108	109	108	133	1.89e-42
XP_002999547.1	NP_011619.3	64.103	100	78	77	78	100	1.94e-30
XP_002999548.1	NP_010571.1	31.307	82	820	875	773	168	1.31e-43
XP_002999549.1	NP_010758.3	40.000	55	55	502	30	25.0	0.52
XP_002999550.1	NP_013983.1	77.966	97	61	60	59	103	3.21e-32
XP_002999551.1	NP_013705.1	78.571	100	70	70	70	118	7.12e-38
XP_002999552.1	NP_001027534.1	65.278	100	72	73	72	108	1.04e-33
XP_002999553.1	NP_010609.1	49.451	98	90	96	91	92.0	1.10e-26
XP_002999554.1	NP_009647.2	89.655	94	93	99	87	168	7.35e-57
XP_002999555.1	NP_116327.3	52.564	93	84	80	78	94.4	5.96e-28
XP_002999556.1	NP_011288.1	47.727	100	88	86	88	80.1	4.45e-22
XP_002999557.1	NP_878102.1	75.000	70	57	74	40	67.8	6.12e-18
XP_002999558.1	NP_011011.3	55.422	98	85	82	83	87.4	4.69e-25
XP_002999559.1	NP_012391.1	29.091	66	82	104	55	34.3	4.06e-04
XP_002999560.1	NP_001106949.1	87.059	100	85	85	85	154	1.39e-51
XP_002999561.1	NP_076910.1	41.026	68	109	90	78	68.9	2.46e-17
XP_002999562.1	NP_014564.1	54.839	98	63	68	62	72.0	1.33e-19
XP_002999563.1	NP_009338.1	31.250	4	4336	1322	192	81.3	2.68e-15
XP_002999564.1	NP_009424.1	33.129	11	1373	1537	163	80.1	2.01e-15
XP_002999565.1	NP_009424.1	32.215	11	1240	1537	149	82.4	3.37e-16
XP_002999566.1	NP_001091638.1	65.278	100	71	72	72	100	1.48e-30
XP_002999567.1	NP_116588.1	40.984	54	2421	175	122	35.4	0.050
XP_002999567.1	NP_116588.1	39.695	54	2421	175	131	34.7	0.082
XP_002999567.1	NP_116588.1	44.318	54	2421	175	88	33.9	0.15
XP_002999567.1	NP_116588.1	39.695	54	2421	175	131	33.5	0.21
XP_002999567.1	NP_116588.1	40.602	54	2421	175	133	33.1	0.25
XP_002999567.1	NP_116588.1	42.222	54	2421	175	90	32.3	0.44
XP_002999567.1	NP_116588.1	43.478	54	2421	175	92	32.3	0.47
XP_002999567.1	NP_116588.1	39.370	54	2421	175	127	32.0	0.61
XP_002999567.1	NP_116588.1	40.000	54	2421	175	135	32.0	0.64
XP_002999567.1	NP_116588.1	42.222	54	2421	175	90	31.6	0.76
XP_002999567.1	NP_116588.1	42.222	54	2421	175	90	31.6	0.82
XP_002999567.1	NP_116588.1	43.023	54	2421	175	86	31.6	0.95
XP_002999567.1	NP_116588.1	42.222	54	2421	175	90	31.2	1.0
XP_002999567.1	NP_116588.1	40.171	54	2421	175	117	31.2	1.2
XP_002999567.1	NP_116588.1	44.318	54	2421	175	88	30.8	1.7
XP_002999567.1	NP_116588.1	46.377	54	2421	175	69	30.4	2.0
XP_002999567.1	NP_116588.1	40.000	54	2421	175	100	30.0	2.4
XP_002999567.1	NP_116588.1	42.045	54	2421	175	88	30.0	2.5
XP_002999567.1	NP_116588.1	39.370	54	2421	175	127	30.0	2.7
