NP_001018029.1	XP_446280.1	33.846	89	66	98	65	37.0	1.53e-05
NP_001018030.1	XP_444982.1	65.181	98	360	360	359	466	3.38e-166
NP_001018031.2	XP_444986.1	40.000	94	113	121	110	66.2	6.57e-16
NP_001018032.1	XP_447911.1	27.273	79	52	630	44	25.4	0.39
NP_001018033.3	XP_448065.1	31.250	41	92	1898	48	28.5	0.13
NP_001027023.1	XP_446474.1	28.986	35	163	631	69	30.0	0.14
NP_001027534.1	XP_002999552.1	65.278	99	73	72	72	108	9.46e-34
NP_001032571.3	XP_449581.1	37.931	43	67	70	29	26.9	0.075
NP_001032572.1	XP_446410.1	50.000	26	78	112	20	25.0	0.98
NP_001032573.1	XP_448489.1	34.286	41	79	318	35	25.8	0.65
NP_001032574.1	XP_448377.1	35.849	59	85	527	53	28.1	0.13
NP_001032575.1	XP_002999516.1	51.220	62	66	74	41	50.4	5.39e-11
NP_001032576.1	XP_447195.1	27.083	54	89	532	48	25.0	2.0
NP_001032577.1	XP_445669.1	47.368	44	80	594	38	29.3	0.046
NP_001032578.1	XP_448247.1	33.962	63	80	2471	53	24.6	1.7
NP_001032579.1	XP_446704.1	31.579	51	75	266	38	26.2	0.48
NP_001032580.1	XP_445841.1	30.435	63	73	845	46	26.2	0.44
NP_001032581.1	XP_449201.1	44.231	69	75	260	52	34.7	3.83e-04
NP_001032582.1	XP_447342.1	32.609	74	62	1136	46	26.6	0.19
NP_001035220.1	XP_445606.1	41.176	41	162	90	68	43.9	3.35e-07
NP_001073292.1	XP_448072.1	29.167	15	160	1003	24	25.8	3.8
NP_001091638.1	XP_002999566.1	65.278	100	72	71	72	100	1.35e-30
NP_001106172.4	XP_002999533.1	68.889	58	154	91	90	125	3.75e-39
NP_001106949.1	XP_002999560.1	87.059	100	85	85	85	154	1.25e-51
NP_001254791.1	XP_445569.1	32.258	37	84	462	31	25.4	1.1
NP_001257667.1	XP_448817.1	30.769	58	112	803	65	26.2	1.3
NP_001257668.1	XP_448953.1	41.935	44	66	580	31	25.8	0.39
NP_001257669.1	XP_446917.1	32.143	79	68	656	56	24.6	1.4
NP_001257670.1	XP_447813.1	34.615	63	82	1235	52	28.9	0.070
NP_001257671.1	XP_445573.1	42.105	36	107	259	38	27.7	0.32
NP_001257672.1	XP_446844.1	29.412	46	110	344	51	26.2	0.96
NP_001257673.1	XP_449163.1	40.000	27	128	623	35	27.3	0.67
NP_001257674.1	XP_447627.1	33.333	17	232	1233	39	27.3	2.3
NP_001257675.1	XP_446322.1	32.653	45	101	745	49	24.6	3.0
NP_001257676.1	XP_445321.1	41.463	38	109	727	41	25.8	1.3
NP_001257677.1	XP_445374.1	43.750	27	118	708	32	27.3	0.47
NP_001257678.1	XP_449525.1	26.866	56	117	531	67	28.1	0.30
NP_001257679.1	XP_446747.1	61.111	39	46	847	18	25.4	0.24
NP_001257680.1	XP_448533.1	47.222	34	105	460	36	29.3	0.091
NP_001257681.1	XP_447576.1	32.727	39	100	1021	55	23.5	6.9
NP_001257682.1	XP_445637.1	29.412	61	28	443	17	21.2	3.0
NP_001257683.1	XP_448176.1	31.373	44	117	366	51	26.9	0.70
NP_001257684.1	XP_445306.1	45.455	21	106	889	22	25.4	2.2
NP_001257685.1	XP_447348.1	38.235	18	187	1512	34	28.5	0.59
NP_001257686.1	XP_445074.1	40.909	21	103	471	22	25.8	1.1
NP_001257687.1	XP_448208.1	37.500	44	108	419	48	24.6	3.6
NP_001257688.1	XP_445477.1	26.923	40	130	445	52	26.9	0.85
NP_001257689.1	XP_448135.1	27.358	52	189	300	106	28.5	0.53
NP_001257690.1	XP_446661.1	34.091	41	108	538	44	25.4	2.3
NP_001268465.1	XP_449589.1	27.273	4	1749	446	66	33.1	0.32
NP_001288277.1	XP_448559.1	30.508	47	126	1374	59	28.9	0.21
NP_001291943.1	XP_448116.1	45.455	79	28	830	22	23.9	0.34
NP_001291944.1	XP_449556.1	35.000	3	1802	1730	60	32.3	0.77
NP_001297596.1	XP_449854.1	36.364	40	110	897	44	32.0	0.013
NP_001333723.1	XP_447391.1	35.484	30	102	328	31	24.6	3.2
