# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "start_to_stop" "-g" "ID" "-a" "/Users/s1964600/Work/isoform_analysis_Dec2023/data/mock_annotations/BG2_GCA_014217725.1/mock_long_gene_400.gtf" "-o" "81_counts.txt" "81_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	81_aln.bam
GWK60_A00011	CP048230.1	2887	16984	-	14098	0
GWK60_A00033	CP048230.1	26033	28541	-	2509	37
GWK60_A00055	CP048230.1	32265	33504	-	1240	679
GWK60_A00077	CP048230.1	33715	36385	-	2671	1452
GWK60_A00099	CP048230.1	36888	39468	+	2581	5023
GWK60_A00121	CP048230.1	39869	42650	+	2782	163
GWK60_A00143	CP048230.1	42144	43215	-	1072	1150
GWK60_A00165	CP048230.1	43698	44898	+	1201	2262
GWK60_A00187	CP048230.1	44408	45404	-	997	712
GWK60_A00209	CP048230.1	45607	47536	+	1930	1019
GWK60_A00231	CP048230.1	47685	48654	+	970	322
GWK60_A00253	CP048230.1	48224	50978	-	2755	860
GWK60_A00275	CP048230.1	51406	55015	-	3610	559
GWK60_A00297	CP048230.1	56199	57363	+	1165	7174
GWK60_A00319	CP048230.1	56879	58673	-	1795	1130
GWK60_A00341	CP048230.1	62211	65934	+	3724	1596
GWK60_A00363	CP048230.1	65391	68151	-	2761	909
GWK60_A00385	CP048230.1	69266	72374	-	3109	2330
GWK60_A00407	CP048230.1	73476	77244	+	3769	2601
GWK60_A00429	CP048230.1	76662	77871	-	1210	977
GWK60_A00451	CP048230.1	77956	79594	-	1639	233
GWK60_A00473	CP048230.1	79931	82271	+	2341	542
GWK60_A00495	CP048230.1	81526	83848	-	2323	918
GWK60_A00517	CP048230.1	84469	85522	+	1054	757
GWK60_A00539	CP048230.1	85576	86359	+	784	20
GWK60_A00583	CP048230.1	87402	88626	+	1225	2
GWK60_A00605	CP048230.1	89315	92315	+	3001	180
GWK60_A00627	CP048230.1	94544	95234	+	691	0
GWK60_A00649	CP048230.1	95979	98028	+	2050	28
GWK60_A00671	CP048230.1	98790	102978	+	4189	1123
GWK60_A00693	CP048230.1	102237	106125	-	3889	1270
GWK60_A00715	CP048230.1	106542	108036	+	1495	1369
GWK60_A00737	CP048230.1	107362	108751	-	1390	306
GWK60_A00759	CP048230.1	109052	112007	+	2956	91
GWK60_A00781	CP048230.1	111305	113963	-	2659	1216
GWK60_A00803	CP048230.1	114196	118876	+	4681	654
GWK60_A00825	CP048230.1	118183	119263	-	1081	9
GWK60_A00847	CP048230.1	119483	121094	+	1612	946
GWK60_A00869	CP048230.1	121221	121857	-	637	55104
GWK60_A00891	CP048230.1	122845	123904	+	1060	791
GWK60_A00913	CP048230.1	123980	125615	+	1636	413
GWK60_A00935	CP048230.1	125650	127501	-	1852	14461
GWK60_A00957	CP048230.1	128085	130410	+	2326	846
GWK60_A00979	CP048230.1	129828	131835	-	2008	11170
GWK60_A01001	CP048230.1	132712	133321	+	610	12607
GWK60_A01023	CP048230.1	133262	136067	+	2806	625
GWK60_A01045	CP048230.1	136034	138263	+	2230	475
GWK60_A01067	CP048230.1	138245	141197	+	2953	9
GWK60_A01089	CP048230.1	140956	141667	+	712	2693
GWK60_A01111	CP048230.1	142280	144521	+	2242	195
GWK60_A01133	CP048230.1	147012	148293	+	1282	163
GWK60_A01155	CP048230.1	148337	150332	-	1996	40
GWK60_A01177	CP048230.1	152581	157171	+	4591	10
GWK60_A01199	CP048230.1	157478	159317	+	1840	1016
GWK60_A01221	CP048230.1	161505	166287	+	4783	8
GWK60_A01243	CP048230.1	166594	168433	+	1840	84
GWK60_A01265	CP048230.1	168514	171037	+	2524	6637
GWK60_A01287	CP048230.1	170951	173795	+	2845	99
GWK60_A01309	CP048230.1	174356	176477	+	2122	583
GWK60_A01353	CP048230.1	176606	177486	-	881	65837
GWK60_A01375	CP048230.1	178790	179657	+	868	65760
GWK60_A01397	CP048230.1	179925	180582	+	658	52
GWK60_A01419	CP048230.1	179910	181059	-	1150	1302
GWK60_A01441	CP048230.1	182472	184146	+	1675	8180
GWK60_A01463	CP048230.1	184908	185664	+	757	4636
GWK60_A01485	CP048230.1	185577	188061	-	2485	2515
GWK60_A01507	CP048230.1	187983	190308	-	2326	500
GWK60_A01529	CP048230.1	190708	191743	+	1036	6976
GWK60_A01551	CP048230.1	192070	193879	+	1810	5148
GWK60_A01573	CP048230.1	193338	195555	-	2218	887
GWK60_A01595	CP048230.1	195748	197854	-	2107	32344
GWK60_A01617	CP048230.1	200917	203008	-	2092	12616
GWK60_A01639	CP048230.1	204737	206903	-	2167	4085
GWK60_A01661	CP048230.1	208625	211829	-	3205	1966
GWK60_A01683	CP048230.1	212060	214844	-	2785	648
GWK60_A01705	CP048230.1	215685	216351	+	667	0
GWK60_A01727	CP048230.1	216271	227902	+	11632	3278
GWK60_A01771	CP048230.1	228106	229726	+	1621	894
GWK60_A01793	CP048230.1	229036	231463	-	2428	621
GWK60_A01815	CP048230.1	231432	232212	-	781	2472
GWK60_A01837	CP048230.1	232556	235028	-	2473	690
GWK60_A01859	CP048230.1	236896	239626	+	2731	1376
