QNG12107.1	XP_447260.1	82.146	93	4565	1326	997	1237	0.0
QNG12107.1	XP_447260.1	80.863	93	4565	1326	742	924	0.0
QNG12107.1	XP_447260.1	75.949	93	4565	1326	790	910	0.0
QNG12107.1	XP_447260.1	77.989	93	4565	1326	736	878	0.0
QNG12107.1	XP_447260.1	78.833	93	4565	1326	737	872	0.0
QNG12107.1	XP_447260.1	74.328	93	4565	1326	744	812	0.0
QNG12107.1	XP_447260.1	74.328	93	4565	1326	744	812	0.0
QNG12107.1	XP_447260.1	74.194	93	4565	1326	744	809	0.0
QNG12107.1	XP_447260.1	70.014	93	4565	1326	727	743	0.0
QNG12107.1	XP_447260.1	60.150	93	4565	1326	798	624	0.0
QNG12107.1	XP_447260.1	63.527	93	4565	1326	584	489	3.41e-145
QNG12107.1	XP_447260.1	51.807	93	4565	1326	83	53.5	6.64e-07
QNG12108.1	XP_449350.1	62.617	57	702	922	321	450	2.44e-147
QNG12108.1	XP_449350.1	38.298	57	702	922	94	47.4	6.30e-06
QNG12109.1	XP_444779.1	99.283	100	279	279	279	571	0.0
QNG12110.1	XP_444780.1	99.471	100	756	756	756	1563	0.0
QNG12111.1	XP_444781.1	99.587	100	726	726	726	1488	0.0
QNG12112.1	XP_444782.1	99.748	100	793	793	793	1614	0.0
QNG12113.1	XP_444783.1	100.000	100	223	223	223	450	1.83e-164
QNG12114.1	XP_444784.1	100.000	100	266	266	266	560	0.0
QNG12115.1	XP_444785.1	98.485	100	198	198	198	400	1.20e-145
QNG12116.1	XP_444786.1	99.214	100	509	509	509	1054	0.0
QNG12117.1	XP_444787.1	98.942	100	189	189	189	378	4.50e-137
QNG12118.1	XP_444788.1	99.872	100	784	784	784	1626	0.0
QNG12119.1	XP_444789.1	99.439	100	1069	1069	1069	2180	0.0
QNG12120.1	XP_444790.1	100.000	100	254	254	254	526	0.0
QNG12121.1	XP_444791.1	100.000	100	464	464	464	962	0.0
QNG12122.1	XP_444792.1	99.729	100	1107	1107	1107	2298	0.0
QNG12123.1	XP_444793.1	99.873	100	786	786	786	1638	0.0
QNG12124.1	XP_444794.1	100.000	100	902	902	902	1848	0.0
QNG12125.1	XP_444795.1	100.000	100	1122	1122	1122	2306	0.0
QNG12126.1	XP_444796.1	99.628	100	269	269	269	540	0.0
QNG12127.1	XP_444797.1	98.544	100	412	412	412	831	0.0
QNG12128.1	XP_444798.1	99.071	100	646	646	646	1315	0.0
QNG12129.1	XP_444799.1	99.688	100	640	640	640	1315	0.0
QNG12130.1	XP_444800.1	100.000	100	217	217	217	448	1.14e-163
QNG12131.1	XP_444801.1	98.425	100	127	127	127	259	5.20e-92
QNG12132.1	XP_022456058.1	99.267	99	274	1504	273	554	0.0
QNG12133.1	XP_022456058.1	99.654	100	866	1504	866	1813	0.0
QNG12134.1	XP_444802.1	97.917	100	96	96	96	193	6.20e-67
QNG12135.1	XP_444803.1	100.000	100	549	549	549	1128	0.0
QNG12136.1	XP_444804.1	99.337	96	1262	1206	1206	2466	0.0
QNG12137.1	XP_444805.1	99.312	100	1162	1162	1162	2365	0.0
QNG12138.1	XP_444806.1	99.725	100	364	364	364	741	0.0
QNG12139.1	XP_444807.1	99.088	100	329	329	329	669	0.0
QNG12140.1	XP_444808.1	100.000	100	851	851	851	1733	0.0
QNG12141.1	XP_444809.1	99.867	100	752	752	752	1538	0.0
QNG12142.1	XP_444810.1	99.439	100	1426	1426	1426	2912	0.0
