# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "start_to_stop" "-g" "ID" "-a" "/Users/s1964600/Work/isoform_analysis_Dec2023/data/mock_annotations/CBS138_GCF_000002545.3/mock_long_gene_400.gtf" "-o" "96_counts.txt" "96_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	96_aln.bam
CAGL0A00165g	NC_005967.2	17637	18876	-	1240	435
CAGL0A00187g	NC_005967.2	19087	21757	-	2671	1119
CAGL0A00209g	NC_005967.2	22260	24840	+	2581	1344
CAGL0A00231g	NC_005967.2	25241	28022	+	2782	117
CAGL0A00253g	NC_005967.2	27515	28586	-	1072	394
CAGL0A00275g	NC_005967.2	29069	30269	+	1201	487
CAGL0A00297g	NC_005967.2	29779	30775	-	997	399
CAGL0A00319g	NC_005967.2	30978	32907	+	1930	781
CAGL0A00341g	NC_005967.2	33056	34025	+	970	56
CAGL0A00363g	NC_005967.2	33595	36349	-	2755	1018
CAGL0A00385g	NC_005967.2	36762	40371	-	3610	59
CAGL0A00407g	NC_005967.2	41556	42720	+	1165	3302
CAGL0A00429g	NC_005967.2	42236	44030	-	1795	338
CAGL0A00451g	NC_005967.2	47557	51280	+	3724	2936
CAGL0A00473g	NC_005967.2	50737	53497	-	2761	219
CAGL0A00495g	NC_005967.2	54614	57722	-	3109	303
CAGL0A00517g	NC_005967.2	58830	62598	+	3769	5790
CAGL0A00539g	NC_005967.2	62016	63225	-	1210	127
CAGL0A00561g	NC_005967.2	63310	64948	-	1639	186
CAGL0A00583g	NC_005967.2	65286	67626	+	2341	398
CAGL0A00605g	NC_005967.2	66881	69203	-	2323	471
CAGL0A00627g	NC_005967.2	69832	70885	+	1054	344
CAGL0A00649g	NC_005967.2	70937	71720	+	784	14
CAGL0A00715g	NC_005967.2	73333	74023	+	691	0
CAGL0A00737g	NC_005967.2	74767	76816	+	2050	0
CAGL0A00781g	NC_005967.2	77746	81766	+	4021	1598
CAGL0A00803g	NC_005967.2	81025	84913	-	3889	978
CAGL0A00825g	NC_005967.2	85331	86825	+	1495	734
CAGL0A00847g	NC_005967.2	86151	87540	-	1390	64
CAGL0A00869g	NC_005967.2	87841	90796	+	2956	0
CAGL0A00891g	NC_005967.2	90094	92752	-	2659	923
CAGL0A00913g	NC_005967.2	92985	97665	+	4681	350
CAGL0A00935g	NC_005967.2	96972	98052	-	1081	0
CAGL0A00957g	NC_005967.2	98272	99883	+	1612	255
CAGL0A00979g	NC_005967.2	100010	100646	-	637	31046
CAGL0A01001g	NC_005967.2	101642	102701	+	1060	273
CAGL0A01023g	NC_005967.2	102793	104428	+	1636	203
CAGL0A01045g	NC_005967.2	104465	106316	-	1852	13389
CAGL0A01067g	NC_005967.2	106866	109191	+	2326	2164
CAGL0A01089g	NC_005967.2	108609	110616	-	2008	5224
CAGL0A01111g	NC_005967.2	111480	112089	+	610	9458
CAGL0A01133g	NC_005967.2	112037	114842	+	2806	262
CAGL0A01155g	NC_005967.2	114809	117038	+	2230	82
CAGL0A01177g	NC_005967.2	117020	119972	+	2953	86
CAGL0A01193g	NC_005967.2	119731	120442	+	712	1247
CAGL0A01199g	NC_005967.2	121067	123308	+	2242	590
CAGL0A01221g	NC_005967.2	125780	127061	+	1282	952
CAGL0A01243g	NC_005967.2	127106	129101	-	1996	12
CAGL0A01284g	NC_005967.2	131362	135967	+	4606	58
CAGL0A01325g	NC_005967.2	136262	138095	+	1834	1243
CAGL0A01366g	NC_005967.2	140305	145093	+	4789	98
CAGL0A01408g	NC_005967.2	145388	147233	+	1846	0
CAGL0A01430g	NC_005967.2	147313	149836	+	2524	4851
CAGL0A01452g	NC_005967.2	149750	152594	+	2845	86
CAGL0A01474g	NC_005967.2	153155	155333	+	2179	25
CAGL0A01540g	NC_005967.2	155462	156342	-	881	17472
CAGL0A01562g	NC_005967.2	157645	158512	+	868	7588
CAGL0A01584g	NC_005967.2	158780	159437	+	658	97
CAGL0A01606g	NC_005967.2	158792	159914	-	1123	173
CAGL0A01628g	NC_005967.2	161327	163001	+	1675	2027
CAGL0A01650g	NC_005967.2	163770	164526	+	757	492
CAGL0A01672g	NC_005967.2	164436	166920	-	2485	3209
CAGL0A01694g	NC_005967.2	166842	169167	-	2326	321
CAGL0A01716g	NC_005967.2	169567	170602	+	1036	740
CAGL0A01738g	NC_005967.2	170940	172749	+	1810	8213
CAGL0A01760g	NC_005967.2	172208	174425	-	2218	1127
CAGL0A01782g	NC_005967.2	174618	176724	-	2107	5912
CAGL0A01804g	NC_005967.2	179780	181871	-	2092	2734
CAGL0A01826g	NC_005967.2	183613	185779	-	2167	52
CAGL0A01848g	NC_005967.2	187500	190704	-	3205	673
CAGL0A01870g	NC_005967.2	190935	193719	-	2785	264
CAGL0A01892g	NC_005967.2	194560	195226	+	667	0
CAGL0A01914g	NC_005967.2	195146	206777	+	11632	1900
CAGL0A01958g	NC_005967.2	206981	208601	+	1621	1205
CAGL0A01980g	NC_005967.2	207911	210338	-	2428	332
CAGL0A02002g	NC_005967.2	210307	211087	-	781	1483
CAGL0A02024g	NC_005967.2	211429	213901	-	2473	239
CAGL0A02046g	NC_005967.2	215768	218498	+	2731	2759
CAGL0A02090g	NC_005967.2	218255	220676	-	2422	1968
CAGL0A02112g	NC_005967.2	221288	223334	+	2047	1533
CAGL0A02134g	NC_005967.2	222748	224017	-	1270	286
CAGL0A02145g	NC_005967.2	224026	226844	+	2819	245
CAGL0A02189g	NC_005967.2	226545	228762	-	2218	179
CAGL0A02211g	NC_005967.2	229156	231214	-	2059	321
CAGL0A02233g	NC_005967.2	235420	237469	-	2050	8
CAGL0A02255g	NC_005967.2	244683	245901	+	1219	32
CAGL0A02277g	NC_005967.2	248522	249740	+	1219	100
CAGL0A02299g	NC_005967.2	250851	252090	+	1240	1103
CAGL0A02321g	NC_005967.2	251792	253862	-	2071	825
CAGL0A02343g	NC_005967.2	254861	255527	+	667	0
CAGL0A02365g	NC_005967.2	255850	257581	-	1732	2804
CAGL0A02387g	NC_005967.2	258667	260026	+	1360	560
CAGL0A02409g	NC_005967.2	259684	261421	-	1738	1300
CAGL0A02431g	NC_005967.2	261412	263575	-	2164	1138
CAGL0A02475g	NC_005967.2	263752	265873	-	2122	7821
CAGL0A02486g	NC_005967.2	266055	269055	+	3001	438
CAGL0A02508g	NC_005967.2	269090	270440	+	1351	130
CAGL0A02530g	NC_005967.2	270481	271840	+	1360	11600
CAGL0A02552g	NC_005967.2	271284	272874	-	1591	1854
CAGL0A02574g	NC_005967.2	276915	278454	+	1540	5682
CAGL0A02596g	NC_005967.2	278467	281485	+	3019	1883
CAGL0A02618g	NC_005967.2	280761	281463	-	703	10735
CAGL0A02629g	NC_005967.2	281637	283803	+	2167	1658
CAGL0A02651g	NC_005967.2	283234	286783	-	3550	1194
CAGL0A02673g	NC_005967.2	286918	288148	-	1231	2053
CAGL0A02695g	NC_005967.2	287973	290448	-	2476	12852
CAGL0A02706g	NC_005967.2	290595	292104	+	1510	23
CAGL0A02728g	NC_005967.2	291888	292560	+	673	11575
CAGL0A02750g	NC_005967.2	292470	294159	+	1690	944
CAGL0A02772g	NC_005967.2	293566	295291	-	1726	165
CAGL0A02794g	NC_005967.2	295534	296771	+	1238	13
CAGL0A02816g	NC_005967.2	296851	298183	+	1333	1385
CAGL0A02838g	NC_005967.2	297472	300358	-	2887	831
CAGL0A02860g	NC_005967.2	300336	301944	-	1609	347
CAGL0A02882g	NC_005967.2	302262	302976	+	715	7690
CAGL0A02904g	NC_005967.2	302938	304843	+	1906	204
CAGL0A02926g	NC_005967.2	304389	305775	-	1387	815
CAGL0A02948g	NC_005967.2	306353	307325	+	973	695
CAGL0A02970g	NC_005967.2	306703	308032	-	1330	0
CAGL0A02992g	NC_005967.2	308289	310062	-	1774	2
CAGL0A03014g	NC_005967.2	310323	312228	+	1906	502
CAGL0A03036g	NC_005967.2	312174	312879	+	706	3570
CAGL0A03051g	NC_005967.2	312328	313334	-	1007	1426
CAGL0A03058g	NC_005967.2	313662	316440	+	2779	1020
CAGL0A03080g	NC_005967.2	316167	316806	-	640	1582
CAGL0A03102g	NC_005967.2	317961	320310	+	2350	199
CAGL0A03117g	NC_005967.2	320671	323066	+	2396	507
CAGL0A03146g	NC_005967.2	322630	323377	-	748	1513
CAGL0A03168g	NC_005967.2	324013	324742	+	730	9585
CAGL0A03190g	NC_005967.2	324181	325306	-	1126	109
CAGL0A03212g	NC_005967.2	325388	326594	-	1207	1946
CAGL0A03234g	NC_005967.2	328577	331505	+	2929	3478
CAGL0A03256g	NC_005967.2	331579	333865	+	2287	312
CAGL0A03278g	NC_005967.2;NC_005967.2	333422;333422	335069;334389	-;-	1648	7937
CAGL0A03300g	NC_005967.2	335717	337583	-	1867	0
CAGL0A03322g	NC_005967.2	338516	340268	+	1753	850
CAGL0A03344g	NC_005967.2	340501	342778	+	2278	987
CAGL0A03366g	NC_005967.2	343587	345759	-	2173	4095
CAGL0A03388g	NC_005967.2	346348	347362	-	1015	1099
CAGL0A03410g	NC_005967.2	348708	349851	+	1144	0
CAGL0A03432g	NC_005967.2	349884	353739	+	3856	151
CAGL0A03454g	NC_005967.2	353884	355744	+	1861	301
CAGL0A03476g	NC_005967.2	355220	357035	-	1816	1353
CAGL0A03498g	NC_005967.2	357239	359678	-	2440	99
CAGL0A03542g	NC_005967.2	360379	361030	-	652	473
CAGL0A03564g	NC_005967.2	361432	364813	-	3382	169
