# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "start_to_stop" "-g" "ID" "-a" "/Users/s1964600/Work/isoform_analysis_Dec2023/data/mock_annotations/CBS138_GCF_000002545.3/mock_long_gene_400.gtf" "-o" "95_counts.txt" "95_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	95_aln.bam
CAGL0A00165g	NC_005967.2	17637	18876	-	1240	421
CAGL0A00187g	NC_005967.2	19087	21757	-	2671	949
CAGL0A00209g	NC_005967.2	22260	24840	+	2581	3991
CAGL0A00231g	NC_005967.2	25241	28022	+	2782	425
CAGL0A00253g	NC_005967.2	27515	28586	-	1072	1216
CAGL0A00275g	NC_005967.2	29069	30269	+	1201	1642
CAGL0A00297g	NC_005967.2	29779	30775	-	997	883
CAGL0A00319g	NC_005967.2	30978	32907	+	1930	779
CAGL0A00341g	NC_005967.2	33056	34025	+	970	143
CAGL0A00363g	NC_005967.2	33595	36349	-	2755	8748
CAGL0A00385g	NC_005967.2	36762	40371	-	3610	191
CAGL0A00407g	NC_005967.2	41556	42720	+	1165	3376
CAGL0A00429g	NC_005967.2	42236	44030	-	1795	1427
CAGL0A00451g	NC_005967.2	47557	51280	+	3724	2042
CAGL0A00473g	NC_005967.2	50737	53497	-	2761	1152
CAGL0A00495g	NC_005967.2	54614	57722	-	3109	1896
CAGL0A00517g	NC_005967.2	58830	62598	+	3769	2722
CAGL0A00539g	NC_005967.2	62016	63225	-	1210	438
CAGL0A00561g	NC_005967.2	63310	64948	-	1639	113
CAGL0A00583g	NC_005967.2	65286	67626	+	2341	259
CAGL0A00605g	NC_005967.2	66881	69203	-	2323	600
CAGL0A00627g	NC_005967.2	69832	70885	+	1054	778
CAGL0A00649g	NC_005967.2	70937	71720	+	784	8
CAGL0A00715g	NC_005967.2	73333	74023	+	691	0
CAGL0A00737g	NC_005967.2	74767	76816	+	2050	6
CAGL0A00781g	NC_005967.2	77746	81766	+	4021	937
CAGL0A00803g	NC_005967.2	81025	84913	-	3889	986
CAGL0A00825g	NC_005967.2	85331	86825	+	1495	1428
CAGL0A00847g	NC_005967.2	86151	87540	-	1390	317
CAGL0A00869g	NC_005967.2	87841	90796	+	2956	93
CAGL0A00891g	NC_005967.2	90094	92752	-	2659	1214
CAGL0A00913g	NC_005967.2	92985	97665	+	4681	571
CAGL0A00935g	NC_005967.2	96972	98052	-	1081	21
CAGL0A00957g	NC_005967.2	98272	99883	+	1612	400
CAGL0A00979g	NC_005967.2	100010	100646	-	637	17346
CAGL0A01001g	NC_005967.2	101642	102701	+	1060	504
CAGL0A01023g	NC_005967.2	102793	104428	+	1636	206
CAGL0A01045g	NC_005967.2	104465	106316	-	1852	7152
CAGL0A01067g	NC_005967.2	106866	109191	+	2326	2795
CAGL0A01089g	NC_005967.2	108609	110616	-	2008	604
CAGL0A01111g	NC_005967.2	111480	112089	+	610	12619
CAGL0A01133g	NC_005967.2	112037	114842	+	2806	531
CAGL0A01155g	NC_005967.2	114809	117038	+	2230	365
CAGL0A01177g	NC_005967.2	117020	119972	+	2953	41
CAGL0A01193g	NC_005967.2	119731	120442	+	712	1351
CAGL0A01199g	NC_005967.2	121067	123308	+	2242	467
CAGL0A01221g	NC_005967.2	125780	127061	+	1282	8853
CAGL0A01243g	NC_005967.2	127106	129101	-	1996	90
CAGL0A01284g	NC_005967.2	131362	135967	+	4606	21
CAGL0A01325g	NC_005967.2	136262	138095	+	1834	801
CAGL0A01366g	NC_005967.2	140305	145093	+	4789	51
CAGL0A01408g	NC_005967.2	145388	147233	+	1846	0
CAGL0A01430g	NC_005967.2	147313	149836	+	2524	6975
CAGL0A01452g	NC_005967.2	149750	152594	+	2845	74
CAGL0A01474g	NC_005967.2	153155	155333	+	2179	1064
CAGL0A01540g	NC_005967.2	155462	156342	-	881	30173
CAGL0A01562g	NC_005967.2	157645	158512	+	868	31598
CAGL0A01584g	NC_005967.2	158780	159437	+	658	128
CAGL0A01606g	NC_005967.2	158792	159914	-	1123	251
CAGL0A01628g	NC_005967.2	161327	163001	+	1675	2712
CAGL0A01650g	NC_005967.2	163770	164526	+	757	869
CAGL0A01672g	NC_005967.2	164436	166920	-	2485	2235
CAGL0A01694g	NC_005967.2	166842	169167	-	2326	150
CAGL0A01716g	NC_005967.2	169567	170602	+	1036	1022
CAGL0A01738g	NC_005967.2	170940	172749	+	1810	3935
CAGL0A01760g	NC_005967.2	172208	174425	-	2218	963
CAGL0A01782g	NC_005967.2	174618	176724	-	2107	29376
CAGL0A01804g	NC_005967.2	179780	181871	-	2092	4456
CAGL0A01826g	NC_005967.2	183613	185779	-	2167	169
CAGL0A01848g	NC_005967.2	187500	190704	-	3205	1310
CAGL0A01870g	NC_005967.2	190935	193719	-	2785	287
CAGL0A01892g	NC_005967.2	194560	195226	+	667	0
CAGL0A01914g	NC_005967.2	195146	206777	+	11632	2512
CAGL0A01958g	NC_005967.2	206981	208601	+	1621	907
CAGL0A01980g	NC_005967.2	207911	210338	-	2428	381
CAGL0A02002g	NC_005967.2	210307	211087	-	781	750
CAGL0A02024g	NC_005967.2	211429	213901	-	2473	326
CAGL0A02046g	NC_005967.2	215768	218498	+	2731	1282
CAGL0A02090g	NC_005967.2	218255	220676	-	2422	4163
CAGL0A02112g	NC_005967.2	221288	223334	+	2047	5831
CAGL0A02134g	NC_005967.2	222748	224017	-	1270	307
CAGL0A02145g	NC_005967.2	224026	226844	+	2819	46
CAGL0A02189g	NC_005967.2	226545	228762	-	2218	2283
CAGL0A02211g	NC_005967.2	229156	231214	-	2059	3622
CAGL0A02233g	NC_005967.2	235420	237469	-	2050	31
CAGL0A02255g	NC_005967.2	244683	245901	+	1219	111
CAGL0A02277g	NC_005967.2	248522	249740	+	1219	235
CAGL0A02299g	NC_005967.2	250851	252090	+	1240	4529
CAGL0A02321g	NC_005967.2	251792	253862	-	2071	6187
CAGL0A02343g	NC_005967.2	254861	255527	+	667	22
CAGL0A02365g	NC_005967.2	255850	257581	-	1732	4009
CAGL0A02387g	NC_005967.2	258667	260026	+	1360	1960
CAGL0A02409g	NC_005967.2	259684	261421	-	1738	2005
CAGL0A02431g	NC_005967.2	261412	263575	-	2164	783
CAGL0A02475g	NC_005967.2	263752	265873	-	2122	3910
CAGL0A02486g	NC_005967.2	266055	269055	+	3001	751
CAGL0A02508g	NC_005967.2	269090	270440	+	1351	599
CAGL0A02530g	NC_005967.2	270481	271840	+	1360	11891
